index,id,Answer,explaination
78.0,Set_3: q12,C. Severe combined immunodeficiency,"Severe combined immunodeficiency (SCID) is caused by the IL-2 receptor gamma chain mutation or adenosine deaminase deficiency (20q13, autosomal recessive). Usual presentation is shortly after birth to 6 months of age. T lymphocytes, B lymphocytes, and large granular lymphocytes (LGL) are low or absent. The absence of both cellular and humoral immunity leads to susceptibility to infections. Infections with bacterial, fungal, viral, and protozoal infections are frequently fatal."
79.0,Set_3: q13,D. Follicular dendritic cells,Follicular dendritic cells in the lymphoid tissue are a major reservoir for human immunodeficiency virus.
80.0,Set_3: q14,B. Tuberculosis and graft-versus-host disease,Delayed type hypersensitivity (DTH) is mediated by CD4 cells. It is also known as Type IV hypersensitivity or cell mediated hypersensitivity. DTH occurs 48–72 h after exposure to an antigen. Classic examples are PPD skin test and poison ivy. Graft-versus-host disease (GVHD) and transplant rejection are also type 4 hyper - sensitivity reactions.
81.0,Set_3: q15,B. CD1a,"Langerhans cell histiocytosis (LCH) is common in children from 1–3 years of age, but may be seen in all age groups. CD1a is a common histiocytic marker for Langerhans cells in LCH."
82.0,Set_3: q16,B. Congo red,"In amyloidosis, protein fibrils accumulate in various organs. Light chain (AL) amyloid is commonly seen in systemic amyloidosis. Congo red stain is used to demon - strate amyloid deposits in tissues as green birefringence under polarized light."
83.0,Set_3: q17,C. Osteoclasts,"Antigen elicits and combines with an immune response. Dendritic cells, macrophages, and B lympho - cytes are common antigen-presenting cells (APCs). In addition to these APCs, basophils are also considered as antigen-presenting cells. APCs transport antigens from tissues to lymphoid organs and also provide activating signals to T lymphocytes."
84.0,Set_3: q18,A. IgA,"There are five immunoglobulin classes of antibody molecules in the serum. They are IgG, IgM, IgA, IgE, and IgD. IgA deficiency is the most common."
85.0,Set_3: q19,E. Chronic granulomatous disease,"Chronic granulomatous disease (CGD) usually pres - ents by 2 years of age with lymphadenitis, hepatospleno - megaly, and pneumonia. Diagnosis is made by nitroblue tetrazolium reduction assay or newer, flow cytometric assays. CGD is genetically inherited as an X-linked dis - order in most of the cases. There are also autosomal recessive forms."
86.0,Set_3: q20,B. Ankylosing spondylitis,Patients of ankylosing spondylitis (AS) have a higher incidence of HLA-B27. Ankylosing spondylitis causes chronic inflammation of the sacroiliac joints. Majority of patients are young and middle aged males. Patients present with low back pain and stiffness.
87.0,Set_3: q21,B. Celiac disease,"Patients with selective IgA deficiency are at increased risk for celiac disease. Diagnosis may be hampered because serum levels (for antigliadin/or antiendomysial antibodies) are often normal. Patients are also at risk for infections, malabsorption, and unusual chronic inflam - matory diseases."
88.0,Set_3: q22,D. Type IV,"Immunologic reactions are divided into four catego - ries according to the Gell and Coombs system. Antibody- mediated immunologic reactions are types I, II, and III. Type IV immunologic reaction is mediated by T cells."
89.0,Set_3: q23,E. CD3,"CD3 (cluster of differentiation 3) is a marker for cir - culating mature T cells. On routine flow cytometry, CD3 marker is used to identify total T cells including CD4 and CD8 cells."
90.0,Set_3: q24,A. Memory B cells enter the lymph node,"Mature B cells exit the spleen and migrate to lymph nodes. The paracortex of the lymph node contains high endothelial venules (HEVs), where circulating lympho - cytes leave the bloodstream to enter the lymph node. Postcapillary HEVs are lined by cuboidal endothelial cells."
91.0,Set_3: q25,B. C3,Low level C3 activation is required to kick off the alternate pathway in response to liposaccharide. C3 is a sensitive marker for defects in the alternate pathway.
92.0,Set_3: q26,B. 6,"MHC Classes I, II, and III are all located on the short arm of chromosome 6. Class I can be found on all nucleated cells. Class II protein is found on antigen- presenting cells. Class III is a special class composed of diverse complement components of genes such as Bf, C2, and C4 and encodes a hodge-podge of impor - tant and varied proteins, such as hydroxylase and TNF-alpha."
93.0,Set_3: q27,C. IgA,"There are only three types of immunoglobulin capa - ble of activating complement: IgG, IgA, and IgM. Only IgA activates complement through the alternative pathway."
94.0,Set_3: q28,E. Fc epsilon,Mast cells are capable of binding IgE through Fc epsilon receptors.
95.0,Set_3: q29,C. 14,"The gene for mu, gamma, alpha, delta, and epsilon are located on the same chromosome 14. This is impor - tant for the mechanism of class type switching."
96.0,Set_3: q30,A. Type III Hypersensitivity reaction,"Henoch-Schonlein purpura (HSP) is IgA immune complex mediated type III hypersensitivity reaction. HSP is a systemic vasculitis commonly seen in children between ages 3 and 10. It follows the upper respiratory tract infections. Common clinical manifestations are palpable purpura, arthralgias, abdominal pain. Diagnosis is confirmed by IgA deposits in blood vessels."
97.0,Set_4: q1,C. Cyclin D1 gene,"Mantle cell lymphoma (MCL) is B cell lymphoma derived from inner mantle zone cells. This consists of cleaved, distorted small lymphocytes around hyperplas - tic follicular centers. It is characterized by translocation at t(11:14). Translocation of cyclin D1 leads to the over - expression of cyclin D1. It has poor prognosis. There is frequent involvement of the GI tract causing lymphoma - toid polyposis."
98.0,Set_4: q2,B. Lymphocyte depleted cHL,"Lymphocyte depleted cHL (LDCHL) accounts for less than 1% of classic Hodgkin lymphoma (cHL). Histologically, it shows Hodgkin–Reed-Sternberg cells with multiple nuclei and prominent nucleoli. These cells grow within a background which is depleted in lympho - cytes. It is found in HIV infected patients. EBV positiv - ity is also seen in the majority of the patients. There is intense staining for CD30."
99.0,Set_4: q3,A. ErbB1,Epidermal growth factor receptor is a transmembrane glycoprotein that regulate signaling pathways to control cellular proliferation. Some lung cancer develop due to a mutation in an epidermal growth factor (ErbB1) recep - tor. Tyrosine kinase inhibitors have positive role in lung adenocarcinomas with mutated epidermal growth factor receptor.
100.0,Set_4: q4,D. Infiltrating ductal and intraductal carcinoma,of the breast Increased expression of ERBB2 (HER2) gene is usu - ally found in infiltrating ductal and intraductal carci - noma of the breast. ERBB2 (HER2) is usually detected immunohistochemically and by fluorescence in situ hybridization (FISH) in the biopsy specimen.
101.0,Set_4: q5,B. Nodular sclerosis Hodgkin lymphoma,"Nodular sclerosis cHL (NSCHL) is characterized by a nodular growth pattern in the lymph node with fibrous bands separating cellular nodules. Diagnostic RS cells may be rare. Typically the majority of Hodgkin–Reed-  Sternberg (HRS) cells are lacunar cells. The background is inflammatory and usually consists of eosinophils,  neutrophils, macrophages, and areas of necrosis. Tissue fibrosis is commonly found in nodular sclerosis."
102.0,Set_4: q6,A. Ki-ras,Mutational activation of KRAS (K-ras or Ki-ras) is commonly found in lung cancer and different types of epithelial cancers. Colon carcinomas and pancreatic adenocarcinomas are also found due to the mutations of KRAS.
103.0,Set_4: q7,C. Thymoma,Tumors of thymus are usually found in the anterior mediastinum. It is commonly found in adults. It can be thymomas and thymic carcinomas. Thymoma is usually incidental finding during imaging studies. Thymoma accounts for 20% of mediastinal neoplasms. Patients usually present with the symptoms of paraneoplastic syndromes such as myasthenia gravis.
104.0,Set_4: q8,D. Carcinoma bladder,Urinary bladder is caused by chemical carcinogen 2-Naphthylamine. There is an increased incidence of bladder cancer in workers associated with the manufac - ture and use of 2-naphthylamine. 2-naphthylamine car - cinogenicity is commonly due to the genotoxic mechanism of action that involves metabolic activation and induction of mutagenic and clastogenic effects.
105.0,Set_4: q9,E. Sarcoma.,"Sarcoma is a malignant tumor arising from mesen - chymal tissue. Sarcomas can affect different types of connective tissues. Sarcoma is commonly found in bones, muscles, and cartilages. A common example is bone sarcoma or osteosarcoma. Sarcomas account for around 1% of all adult cancers. It is more common in children and accounts for approximately 15% of pediat - ric cancers."
106.0,Set_4: q10,E. Lymphocyte predominant Hodgkin,"lymphoma Nodular lymphocyte predominant Hodgkin lym - phoma (NLPHL) is now recognized as being fundamen - tally different from other variants of Hodgkin lymphoma, which are collectively referred to as classical Hodgkin lymphoma (cHL). It is believed to arise from a more dif - ferentiated B cell than does cHL. As a result, in contrast to cHL (which lacks mature B cell antigens and expresses CD15 and/or CD30), NLPHL is almost always CD20+ and strongly BSAP+ and negative for CD15 and CD30 expression. In addition, it can be positive for EMA (not always present, but strongly supports the diagnosis)."
