id,Question,A,B,C,D,E,F
Set_5: q2,Patient was admitted to the hospital because of bleeding duodenal ulcer. Culture at 37oC grew urease-positive curved bacteria. The most likely causative agent is:,A. Campylobacter jejuni,B. Streptococcus faecalis,C. Enterococcus,D. Pseudomonas aeruginosa,E. Helicobacter pylori,
Set_5: q3,A patient with uncontrolled diabetes mellitus gets fungal infection. Microscopic examination of the fungus shows that the hyphae are septate and branch at more acute angles. What is the diagnosis?,A. Mucormycosis,B. Aspergillosis,C. Actinomyces israelii,D. Candida albicans,E. Blastomycosis,
Set_5: q4,"A 2-year-old boy presents with symptoms of large vol - ume, watery diarrhea for the last one day. Polymerase chain reaction testing of the stool sample yields a virus with a segmented, double-stranded RNA genome. Which organism is responsible for this presentation?",A. Rotavirus,B. Enteric coronaviruses,C. Norwalk virus,D. Calicivirus,E. Entamoeba histolytica,
Set_5: q5,"A 50-year-old woman is admitted to the hospital with fever, headache, confusion, and ataxia. Similar cases are also reported in a neighboring hospital. Which organism is most likely responsible for this outbreak?",A. Escherichia coli O157:H7,B. Streptococcus pneumoniae,C. Klebsiella pneumoniae,D. Vibrio cholerae,E. Listeria monocytogenes,
Set_5: q6,Which of the following characteristics is an important virulence factor in Haemophilus influenzae type b?,A. Exotoxin,B. Polyribosyl ribitol phosphate,C. Endotoxin,D. Adhesins,E. Yersiniabactin,
Set_5: q7,Which of the following pathogens is a leading cause of atypical pneumonia?,A. Mycoplasma pneumoniae,B. Streptococcus pneumoniae,C. Haemophilus influenzae,D. Chlamydia pneumoniae,E. Legionella pneumophila,
Set_5: q8,Which of the following requires airborne precautions?,A. Disseminated varicella zoster,B. Allergic contact dermatitis,C. Influenza A,D. Rubella,E. Ebola,
Set_5: q9,"A 42-year-old patient presents with fever, sore throat, tachypnea and shortness of breath, and maculopapular rash on the trunk is hospitalized in the emergency. Patients also developed bleeding in the stool, petechiae, ecchymoses, oozing from venipuncture sites and muco - sal bleeding. Patient also develops meningoencephalitis. Unfortunately the patient died due to multi-organ failure  32 and shock. Which of the following infectious agents is most likely to produce these findings?",A. Influenza virus,B. Ebola virus,C. Lassa virus,D. Yellow fever virus,E. Cytomegalovirus,
Set_5: q10," A 40-year-old homosexual man presents with anorec - tal spasms, pain, bloody discharge, and peri-anal sores. Patients also reported a genital ulcer. Which of the following is responsible for this patient conditions?",A. Human papillomavirus,B. Trichomoniasis,C. Chlamydia trachomatis,D. Neisseria gonorrhoeae,E. Herpes simplex virus (HSV) infection,
Set_5: q11, Which of the following pathogenic bacteria produces swarming growth on blood agar?,A. Proteus species,B. Clostridium botulinum,C. Staphylococcus aureus,D. Escherichia coli,E. Klebsiella pneumoniae,
Set_5: q12, Most common virus associated with laryngeal papilloma is:,A. HPV 6,B. HPV 24,C. HPV 32,D. HPV 36,E. HPV 17,
Set_5: q13, A photograph is shown below. What is the diagnosis?,A. Loa loa,B. Mansonella species,C. Brugia malayi,D. Brugia timori,E. Wuchereria bancrofti,
Set_5: q14, Which of the following organism requires fatty-  acid supplementation for growth?,A. Aspergillus fumigatus,B. Histoplasma capsulatum,C. Coccidioides immitis,D. Malassezia furfur,E. Candida albicans,
Set_5: q15," A 65-year-old man presents with fever, severe headache, and nuchal rigidity. Physical examination in the emer - gency department shows a Glasgow coma score of",,,,,,
Set_5: q16,"Lumbar puncture reveals cloudy cerebrospinal fluid (CSF) with 1200 neutrophils/mm3, elevated protein, and decreased glucose. Which of the following is the most probable etiologic agent of this condition?",A. Arbovirus,B. Herpesvirus,C. Mycobacterium tuberculosis,D. Neisseria meningitidis,E. Streptococcus pneumoniae,
Set_5: q17," A 33-year-old woman presents with severe, acute, right upper quadrant abdominal pain. She had several months of bloody diarrhea. CT scan of the liver demonstrates lesions that are interpreted to be abscesses. Which of the following is the most likely cause of her illness?",A. Ascaris lumbricoides,B. Entamoeba histolytica,C. Enterobius vermicularis,D. Salmonella typhi,E. Shigellosis,
Set_5: q18, A 2-month-old male infant is brought to the emergency room by his mother with symptoms of paroxysms of coughing and choking spells. During the examination the infant was found gasping for breath. Complete blood picture shows 84% lymphocytes. Which of the following organism is responsible for these symptoms?,A. Streptococcus pneumoniae,B. Bordetella pertussis,C. Streptococcus pyogenes,D. Klebsiella pneumoniae,E. Mycoplasma pneumoniae,
Set_5: q19, Which of the following is transmissible between people?,A. Epidermophyton,B. Histoplasma capsulatum,C. Coccidioides immitis,D. Trichophyton rubrum,E. Microsporum,
Set_5: q20, There is an incidental finding of a common nematode infection in a colon biopsy of a 52-year-old female day- care worker. Which of the following organism is likely to be present?,A. Enterobius vermicularis,B. Ascariasis5 Infectious Diseases 33,C. Giardiasis,D. Entamoeba histolytica,E. Tropheryma whipplei,
Set_5: q21, A 62-year-old man presents with symptoms of high grade fever and productive cough for the last 10 days. X-ray of the chest shows areas of consolidation of the left lower lobe. Unfortunately the patient died in the hos - pital. Autopsy shows bronchopleural fistula and abscess formation with sulfur granules. Which of the following organism is responsible for this patient’s condition?,A. Nocardia asteroides,B. Staphylococcus aureus,C. Klebsiella pneumoniae,D. Actinomyces israelii,E. Mycobacterium kansasii,
Set_5: q22," A 35-year-old male patient with a diagnosis of acute myelogenous leukemia underwent a stem cell transplant. The patient develops fever and becomes unresponsive after 10 days. Lumbar puncture is done. CSF culture is performed and shows organisms which are catalase neg - ative, LAP positive, PVR positive, and positive for the Lancefield D antigen. Which of the following organism causing this infection?",A. Enterococcus species,B. Escherichia coli,C. Klebsiella pneumoniae,D. Streptococcus pyogenes,E. Staphylococcus aureus,
Set_5: q23, A 59-year-old diabetic male patient with a diagnosis of acute myeloid leukemia status post bone marrow trans - plant presents with right sided facial swelling. Invasive fungus is suspected which is confirmed by fungal cul - ture. Histology shows non septate hyaline hyphae. Which of the following organisms is most likely to pro - duce these findings?,A. Aspergillosis,B. Mucor species,C. Zygomycota,D. Ascomycota,E. Basidiomycota,
Set_5: q24, Which of the following parasites is associated with meg - aloblastic anemia?,A. Necator americanus,B. Ancylostoma duodenale,C. Diphyllobothrium latum,D. Entamoeba histolytica,E. Ascariasis,
Set_5: q25," A 19-year-old high school athlete presents with excruci - ating left ear pain. Physical examination shows diffused inflamed, encrusted, ear canal with weeping lesion. Which of the following organism is most likely to pro - duce these findings?",A. Escherichia coli,B. Aspergillus niger,C. Proteus vulgaris,D. Pseudomonas aeruginosa,E. Klebsiella pneumoniae,
Set_5: q26, A 39-year-old woman presents with symptoms of inter - mittent bloody urine. A diagnosis of infection with an adult worm is suspected. This adult worm resides in the veins of the urine bladder. Which of the following is most likely to cause these clinical findings?,A. Schistosoma haematobium,B. Trematodes (flukes),C. Diphyllobothriasis,D. Strongyloidiasis,E. Cysticercosis,
Set_5: q27, A 14-year-old male with sickle cell anemia presents with shortness of breath that has been getting worse over the past several days. Laboratory finding shows rela - tively low reticulocyte count (0.5%). Which of the fol - lowing virus is most likely to produce these findings?,A. Retrovirus,B. Parvovirus B 19,C. Adenovirus,D. Epstein–Barr virus,E. Calicivirus,
Set_5: q28," A 28-year-old woman with HIV infection presents with symptoms of fever, sweats, malaise, and sore throat for the last 2 weeks. Physical examination shows swollen tender cervical lymph nodes. Endoscopic examination shows plaques throughout her esophagus. Which of the following is the diagnosis related to the sore throat?",A. Disseminated pneumocystis carimi,B. Candida esophagitis,C. Hairy leukoplakia,D. Cytomegalovirus ulcers of the esophagus,E. Lymphoma of the esophagus,
Set_5: q29, A 24-year-old recently married female with symptoms of dysuria. A urine nitrite test is negative. The bacteria is cul - tured. Biochemical tests are catalase+/coagulase-/novo - biocin resistant bacteria. Which of the following infectious agents is most likely to produce these findings?,A. Staphylococcus saprophyticus,B. Escherichia coli,C. Staphylococcus aureus,D. Pseudomonas aeruginosa,E. Proteus vulgaris,
Set_5: q30, A 10-year-old child brought to the pediatrician office with the symptoms of fever. Mother states that the fever has been occurring every 2 days. A CBC with peripheral blood smear is ordered. Peripheral blood smear shows a parasite causing the fever. What is the diagnosis?,A. Plasmodium ovale,B. Plasmodium knowlesi,C. Plasmodium malariae,D. Plasmodium vivax,E. Plasmodium falciparum Multiple Choice Questions 34,
Set_6: q1,Medial calcification is seen in:,A. Atherosclerosis,B. Arteriosclerosis,C. Monckeberg sclerosis,D. Dissecting aneurysm,E. Malignant hypertension,
Set_6: q2,Neointimal hyperplasia causes vascular graft failure as a result of hypertrophy of:,A. Smooth muscle cells,B. Endothelial cells,C. Collagen fibers,D. Elastic fibers,E. Epithelial cells,
Set_6: q3,Atheromatous changes of blood vessels affects early in:,A. Kidney,B. Heart,C. Liver,D. Spleen,E. Brain,
Set_6: q4,Most common cause of aortic aneurysm is:,A. Syphilis,B. Marfan's syndrome,C. Atherosclerosis,D. Congenital,E. HIV,
Set_6: q5,Most common cause of aortic dissection is:,A. Hypertension,B. Diabetes melitus,C. Trauma,D. Marfan's syndrome,E. Myocardial infarction,
Set_6: q6,Muscle biopsy in polyarteritis nodosa (PAN) show:,A. Necrotizing arteritis,B. Atrophy,C. Granulomatous lesion,D. Ring lesion,E. Fragmentation of the internal elastic lamina,
Set_6: q7,Hypersensitivity vasculitis is seen most commonly in:,A. Post capillary venules,B. Arterioles,C. Veins,D. Capillaries,E. Elastic arteries,
Set_6: q8,Hypersensitivity vasculitis is seen in which complication:,A. Systemic lupus erythematosus,B. Polyarteritis nodosa,C. Henoch-Schonlein purpura,D. Buerger’s disease,E. Wegener's granulomatosis,
Set_6: q9,The tissue of origin of Kaposi sarcoma is:,A. Lymphoid,B. Vascular,C. Neural,D. Muscular,E. Bone,
Set_6: q10," A 20-year-old female presents with low grade fever, fatigue, and arthralgia. Physical examination shows absence or weak peripheral pulse of radial artery. What is the diagnosis?",A. Giant cell arteritis,B. Takayasu arteritis,C. Bechet syndrome,D. IgG4-related disease,E. Fibromuscular dysplasia,
Set_6: q11," A 60-year-old male presents with headache visual dis - turbance jaw claudication, sudden onset of visual changes. Laboratory findings show elevated erythrocyte sedimentation rate. What is the diagnosis?",A. Giant cell arteritis,B. Migraine headache,C. Polymyalgia rheumatica,D. Postherpetic neuralgia,E. Transient ischemic attack,
Set_6: q12," A middle-aged man presents with bilateral pneumonitis with nodular and cavitary pulmonary infiltrates, chronic  40 sinusitis, nasopharyngeal ulcerations, and renal disease. Laboratory findings show cytoplasmic antineutrophil cytoplasmic autoantibodies (c-ANCA). Which of the following diagnosis is most compatible with the findings in this case?",A. Wegener’s granulomatosis,B. Goodpasture’s disease,C. Buerger’s disease,D. Lupus nephritis,E. Postinfectious glomerulonephritis,
Set_6: q13, A 32-year-old male smoker develops gangrenous toes of the left foot. His serum cholesterol level is 135 mg/ dL. What is the diagnosis?,A. Monckeberg’s arteriosclerosis,B. Severe atherosclerosis,C. Thromboangiitis obliterans,D. Giant cell arteritis,E. Kawasaki’s disease,
Set_6: q14," A 45-year-old man injures his left knee while skiing and undergoes arthroscopic surgery. He continues to have considerable left knee pain despite receiving analgesic medication. He spends the next few days in bed. On the fifth postoperative day, he develops acute right-sided chest pain. What is the most likely diagnosis?",A. Pulmonary embolism,B. Drug reaction,C. Aspiration pneumonia,D. Diffuse alveolar damage,E. Viral pneumonia,
Set_6: q15, Which of the following substances is most likely to reduce serum level of cholesterol?,A. Apolipoprotein,B. Lipoprotein,C. Omega-3 fatty acids,D. C-reactive protein,E. Exercise,
Set_6: q16, Which of the following is true about atherogenesis?,A. Vascular cell adhesion molecule 1 (VCAM-1),B. Activated endothelial cells and leukocytes release growth factors,C. Calcification and peripheral neovascularization,D. A and B,E. All of the above,
Set_6: q17, An increase in which of the following is most likely to increase the risk for the development of cardiovascular risk?,A. Erythrocyte sedimentation rate (ESR),B. White blood cell count,C. C-reactive protein (CRP),D. Total protein,E. Cryoglobulin,
Set_6: q18, A 52-year-old woman presents with severe headache. CT scan shows an intracranial hemorrhage. Which of the following complication is most likely to occur as a con - sequence of her condition?,A. Antiphospholipid syndrome,B. Mycotic aneurysm,C. Atrial myxoma,D. Systemic lupus erythematosus,E. Polymyalgia rheumatica,
Set_6: q19, An exaggerated vascular response to cold temperatures or emotional stress is seen in which of the following vas - cular disorder?,A. Antiphospholipid syndrome,B. Cryoglobulinemia,C. Mixed connective tissue disease,D. Scleroderma,E. Raynaud’s phenomenon,
Set_6: q20, Which of the following arteries is most commonly affected in Kawasaki disease?,A. External carotid artery,B. Subclavian artery,C. Coronary artery,D. Renal artery,E. Femoral artery,
Set_6: q21," Unilateral leg swelling, warmth, erythema Homan’s sign are characteristics of which of the following vascular disease?",A. Lymphangitis,B. Deep vein thrombosis,C. Cellulitis,D. Septic thrombophlebitis,E. Pulmonary embolism,
Set_7: q1,A 46-year-old woman with a history of systemic lupus erythematosus comes to the physician office due to fre - quent thromboembolic events due to a mitral valve mass. Transesophageal echocardiography demonstrated verru - cous vegetations on the mitral valve. What is the diagnosis?,A. Degenerative valvular disease,B. Rheumatic valvular disease,C. Infective endocarditis,D. Libman–Sacks endocarditis,E. Non-bacterial thrombotic endocarditis,
